facility_id,facility_name,primary_sector,state,scope1,scope2_estimated,scope3_estimated,ipcc_bucket,confidence,scope2_3_methodology_note
1003814,FINK ROAD LANDFILL,Waste,CA,34776.5,4764,34881,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003818,BOUNTIFUL SANITARY LANDFILL,Waste,UT,58909.05,8071,59086,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003819,UNIVERSITY OF MN - TWIN CITIES,Other,MN,202750.912,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003829,NORTH AMERICAN SALT CO,Chemicals,KS,57451.284,7871,57624,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003834,"POET Biorefining- Menlo, LLC",Other,IA,180626.02,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003837,BUSHMILLS ETHANOL INC.,Other,MN,113085.224,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003847,"The Goodyear Tire & Rubber Co, Inc",Other,NC,37781.106,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003850,"NISSAN NORTH AMERICA, INC.",Other,TN,62102.516,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003853,AFTON CHEMICAL CORP,Petroleum and Natural Gas Systems,IL,47111.772,1884,13662,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003854,Clayton County SR 3 Lovejoy Landfill,Waste,GA,47286.25,6478,47428,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003855,LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC,Other,IA,163738.684,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003863,Columbus Pine Grove MSWLF,Waste,GA,97037.5,13294,97329,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003865,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,Waste,MI,149628.24,20499,150077,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003893,HAYES LANDFILL,Waste,IN,79904.9,10947,80145,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003898,"BRIDGESTONE AMERICAS TIRE OPERATIONS, LLC",Other,IA,41169.244,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003899,GREEN LAKE PLANT,Chemicals,TX,325989.75,44661,326968,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003901,CENTRAL BI-PRODUCTS - REDWOOD FALLS,Other,MN,27921.098,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003902,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,Metals,CO,275194.204,37702,276020,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003903,"Westlake, Aberdeen",Other,MS,56277.788,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003904,TESORO CORPORATION-ANACORTES REFINERY,Petroleum Product Suppliers,WA,1202266.938,48091,348657,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003910,AIR LIQUIDE AMERICA CORP,Chemicals,TX,481525,65969,482970,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003921,Maxwell Creek Landfill,Waste,TX,68043.75,9322,68248,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003930,OWENSBORO GRAIN CO,Other,KY,61798.468,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003933,Camden County SR 110 MSW Landfill,Waste,GA,100992.5,13836,101295,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003943,GREIF RIVERVILLE LLC,Pulp and Paper,VA,162500.74,22263,162988,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003944,"Total Petrochemicals & Refining USA, Inc.",Other,TX,47961.12,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003945,TEXAS INSTRUMENTS NORTH CAMPUS,Other,TX,535084.1103083,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003949,CITY OF LOGAN LANDFILL,Waste,UT,58861.2,8064,59038,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003954,"CIE Norfolk GNS, LLC",Other,NE,61153.62,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003955,OFS GPRP Antelope Hills Gas Plant,Petroleum and Natural Gas Systems,OK,27535.176,1101,7985,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003962,Cleveland-Cliffs Burns Harbor LLC,Metals,IN,7644163.344,1047250,7667096,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003969,COLUMBIA SANITARY LANDFILL,Waste,MO,28457.28,3899,28543,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003970,"POET Biorefining Shell Rock, LLC.",Other,IA,174101.044,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003975,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Other,SC,50087.21,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1003978,ENERGY CENTER SAN FRANCISCO,Power Plants,CA,59256.976,2370,17185,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003979,CITY OF ELKO MUNICIPAL LANDFILL,Waste,NV,39308.45,5385,39426,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1003981,SMI STEEL LLC,Metals,AL,95472.52,13080,95759,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003993,EL DORADO CHEMICAL COMPANY,Chemicals,AR,1027771.684,140805,1030855,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1003994,"Sawyer Disposal Services, LLC",Waste,ND,21197.25,2904,21261,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004011,KELLER CANYON LANDFILL,Waste,CA,135702,18591,136109,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004014,Jefferson County Landfill No.1,Waste,AL,236177.25,32356,236886,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004016,Cleveland Clinic,Other,OH,53699.648,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004018,"MONUMENT CHEMICAL HOUSTON, LLC",Chemicals,TX,63500.46,8700,63691,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004020,CARMEUSE OHIO INC - MAPLEGROVE LIME PLANT,Minerals,OH,485543.888,66520,487001,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004022,JBS Swift Beef Company - Greeley Plant,Other,CO,56423.188,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004024,WESTROCK (DALLAS MILL),Pulp and Paper,TX,30070.336,4120,30161,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004036,CARPENTER TECHNOLOGY,Metals,PA,168154.952,23037,168659,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004039,"Nebraska Corn Processing, LLC",Other,NE,51969.004,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004040,TEXAS TECH UNIVERSITY,Other,TX,68767.292,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004041,TWIN CHIMNEYS LANDFILL,Waste,SC,159378.28,21835,159856,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004044,GRAND FORKS LANDFILL,Waste,ND,38365.05,5256,38480,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004053,City of Spokane Waste-to-Energy,Waste,WA,100598.634,13782,100900,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004055,GEORGIA-PACIFIC TOLEDO LLC,Pulp and Paper,OR,336730.862,46132,337741,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004056,LA PAZ COUNTY LANDFILL,Waste,AZ,45304.398,6207,45440,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004057,DANC SOLID WASTE MANAGEMENT FACILITY,Waste,NY,47808.798,6550,47952,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004062,US MARINE CORPS BASE CAMP LEJEUNE,Waste,NC,84379.872,11560,84633,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004071,CONTINENTAL CARBON Sunray Plant,Chemicals,TX,155210.972,21264,155677,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004074,ENOREE LANDFILL,Waste,SC,64869.596,8887,65064,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004079,Poet Biorefining Fairbank LLC,Other,IA,196145.312,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004085,Fuyao Glass Illinois Inc.,Minerals,IL,196678.496,26945,197269,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004091,"BONANZA BIOENERGY, LLC",Other,KS,56157.288,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004094,WHEELABRATOR BALTIMORE LP,Waste,MD,282460.834,38697,283308,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004097,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",Minerals,OH,1314749.77,180121,1318694,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004098,"MARCAL MANUFACTURING, LLC.",Pulp and Paper,NJ,29614.14,4057,29703,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004099,CHARLESTON COUNTY LANDFILL,Waste,SC,122935.25,16842,123304,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004102,VANDERBILT UNIVERSITY,Other,TN,117988.304,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004103,"POET RESEARCH CENTER, INC.",Other,SD,16315.788,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004105,"BUNGE NORTH AMERICA, INC.",Other,KS,32615.528,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004110,West Frenchie Draw Amine Plant,Petroleum and Natural Gas Systems,WY,29379.238,1175,8520,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004119,HAROLD J LANDRY LANDFILL,Waste,LA,117053.5,16036,117405,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004130,HOUSTON REFINING,Petroleum Product Suppliers,TX,1930871.36,77235,559953,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004132,CITY OF FLAGSTAFF - CINDER LAKE LANDFILL,Waste,AZ,98814,13538,99110,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004136,COVATION BIOMATERIALS KINSTON SITE,Other,NC,34955.468,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004144,XTO - New Teague Plant,Petroleum and Natural Gas Systems,TX,42016.834,1681,12185,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004149,PORTER LANDFILL,Waste,OK,26478.5,3628,26558,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004152,NUCOR STEEL BIRMINGHAM INC,Metals,AL,78877.922,10806,79115,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004155,SUBARU of INDIANA AUTOMOTIVE INCORPORATED,Other,IN,49356.264,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004161,COLUMBIA GAS FILES CREEK COMPRESSOR STATION,Petroleum and Natural Gas Systems,WV,55040.756,2202,15962,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004165,"IROQUOIS GAS TRANSMISSION SYSTEM, L.P. - BROOKFIELD COMPRESSOR STATION",Petroleum and Natural Gas Systems,CT,50539.012,2022,14656,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004168,COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION,Petroleum and Natural Gas Systems,LA,118953.224,4758,34496,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004171,BALL STATE UNIVERSITY,Other,IN,19020.328,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004174,NEVADA CEMENT COMPANY,Minerals,NV,385164.99,52768,386320,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004183,"CF Industries Nitrogen, LLC - Yazoo City Facility",Chemicals,MS,2433916.714,333447,2441218,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004187,"Carmeuse Lime, Inc. Buffington",Minerals,IN,896322.774,122796,899012,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004191,NOVELIS ALUMINUM CORPORATION,Metals,KY,56053.588,7679,56222,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004205,"CAMPBELL SOUP SUPPLY COMPANY, LLC DBA DIXON CANNING CORP.",Other,CA,38238.156,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004206,3M Chemical Operations' Decatur Facility,Chemicals,AL,37564.427924,5146,37677,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004211,HF Sinclair Puget Sound Refining LLC,Petroleum Product Suppliers,WA,1900998.896,76040,551290,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004220,COOPER TIRE AND RUBBER CO *,Other,OH,44700.132,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004222,Essity Professional Hygiene North America LLC,Pulp and Paper,WI,63906.76,8755,64098,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004223,CLOVIS REGIONAL SOLID WASTE FACILITY,Waste,NM,46711.75,6400,46852,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004225,Cardinal FG Company,Minerals,WA,107117.576,14675,107439,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004230,"POET Biorefining - Preston, LLC",Other,MN,77680.608,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004233,"Atlantis, MMS Platform ID 02481, Complex ID 1223-1",Petroleum and Natural Gas Systems,LA,256467.728,10259,74376,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004239,UTILITY PLANTS SECTION,Power Plants,AK,304842.338,12194,88404,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004244,WHEELABRATOR WESTCHESTER LP,Waste,NY,297789.814,40797,298683,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004249,MERCEDES-BENZ US INTERNATIONAL INC,Other,AL,42141.392,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004252,JOHNSTON COUNTY MSW LANDFILL,Waste,NC,98907.25,13550,99204,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1004254,CAMPBELL SOUP COMPANY (0335010105),Other,OH,79401.452,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004259,STRUCTURAL METALS INC,Metals,TX,213757.176,29285,214398,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004266,UNIVERSITY OF CONNECTICUT,Other,CT,95455.93,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1004269,Spearman Gas Processing Plant,Petroleum and Natural Gas Systems,TX,43948.862,1758,12745,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004270,CAPITOL CEMENT PLANT,Minerals,TX,492032.354,67408,493508,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1004271,WESTERN ILLINOIS UNIVERSITY,Other,IL,23210.912,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
